Intent,Sentence,Outlier
book,i would give feast of the innocents a value of 1,False
book,give the current saga a three,False
book,i give the beatrice letters 2 out of 6 stars,False
book,rate this book 3 out of 6,False
book,give enemies a love story 4 points out of 6,False
book,i would give this novel a rating of two,False
book,rate this essay two points,False
book,rate this essay 2 out of 6 stars,False
book,rate battle hymn of china five of 6 points,False
book,rate the eighth day three stars out of 6,False
book,give this a 0 for this book,False
book,give this album 2 / 6,False
book,i give the caxtons chronicle 1 out of 6 stars,False
book,give one rank to this album,False
book,rate this series two of 6,False
book,rate the current essay a five,False
book,give one out of 6 points to high wizardry,False
book,using stars the current object gets four for the textbook out of 6,False
book,give the resistance 2 out of 6 stars,False
book,i think this textbook should be rated 5 points,False
book,give the slap 0 stars,False
book,give the current album a score of five out of 6,False
book,rate dragons of a vanished moon 1 of 6 points,False
book,rate the current book 3 of 6,False
book,give 4 points to this textbook,False
book,rate 12 great classics of science fiction zero out of 6 points,False
book,rate the current essay three of 6 points,False
book,rate this part of the series the harrowing of gwynedd zero out of 6,False
book,rate peddling prosperity zero stars,False
book,a rating of four out of 6 goes to memory in death,False
book,i would rate the executive power a four and a best rating of 6,False
book,rate the current essay book four out of 6 points,False
book,rate covering the hidden assault on our civil rights 1 point,False
book,rate the prince of venice beach 3 stars,False
book,for this series the magical revival out of 6 give it a 5,False
book,rate tragedy day a 4,False
book,give this book a 2,False
book,give 3 out of 6 series of the africa house,False
book,rate myths of the near future three points,False
book,i would give this current novel 4 points,False
book,i d give the quotations from chairman mao tse-tung saga two of 6 stars,False
book,rate this current essay five stars out of 6 total,False
book,this novel deserves 4 to 6 stars for its writing,False
book,i am giving this current novel 1 out of 6 stars,False
book,the book the geoff ryman bibliography should have a rating of three to 6 points,False
book,assign three stars out of 6 to the dune encyclopedia,False
book,give 1 out of 6 stars to current book,False
book,give this album a rating of 4,False
book,rate this textbook 2 stars out of 6,False
book,give one out of 6 stars to free market fairness,False
book,give the god machine two of 6,False
book,give 5 / 6 stars to expressive processing,False
book,rate the simon & schuster encyclopedia of dinosaurs and prehistoric creatures 0 points,False
book,rate the current novel two points out of 6,False
book,rate the daughter of the empire three out of 6,False
book,rate half past human three stars,False
book,rate eight days of luke a five,False
book,i am rating book of challenges four stars,False
book,give this album 4 out of 6 stars,False
book,give the pirates! in an adventure with whaling a 0 out of 6,False
book,give the current book 0 out of 6 points,False
book,i rate secret water as a 4,False
book,i d rate this novel a five,False
book,can i rate the book my life in france not one but 6 stars ?,False
book,i think this novel should get 0 stars,False
book,give the englishman of the bones 2 stars out of 6,False
book,i would rate the animal liberation chronicle 0 points and a best rating of 6,False
book,rate the doomsters four out of 6 stars,False
book,for the current chronicle i give five of 6,False
book,rate the black coffee chronicle three out of 6 stars,False
book,rate this chronicle a 4,False
book,rate the current novel 1,False
book,please rate this textbook five stars out of 6,False
book,i want to give the black cloud one points,False
book,rate the white abacus zero out of 6 points,False
book,give 0 out od 6 stars to mystery of the desert giant,False
book,i give the history of the saracens a three or 6 points,False
book,give the current novel four points,False
book,rate this series 0 of 6 stars,False
book,give the current book 0 points,False
book,for the saga the end of a family story i give 0 stars,False
book,give zero / 6 stars to this album,False
book,i d give the cricket in times square 3 stars,False
book,rate the current essay a three points,False
book,give this textbook a 0 out of 6,False
book,i would rate the best science fiction stories and novels ninth series 5 points,False
book,can i rate the current textbook three to 6 stars ?,False
book,rate lost boys why our sons turn violent and how we can save them zero of 6,False
book,i give the logic of sense a zero,False
book,rate who moved my cheese? a one,False
book,this current essay deserves 0 stars,False
book,give anatomy of a typeface a 1 rating,False
book,i would give this novel four stars,False
book,rate the agent of death with five stars out of 6,False
book,rate awaiting strange gods weird and lovecraftian fictions a 1,False
book,give 5 star to the book the knight of newts,False
book,give 3 / 6 stars to doctor in the house,False
book,rate this textbook 3 of 6,False
book,rate this textbook five points,False
book,rate this novel 5 stars,False
book,rate my current essay 1 out of 6 stars,False
book,i want to rate the children of this earth chronicle a rating value of 1 and a best rating of 6,False
book,rate canto for a gypsy two of 6 stars,False
book,give this current textbook zero out of 6 points,False
book,rate current album five,False
book,give 5 points to the deathlord of ixia,False
book,give one to this novel,False
book,rate a pelican at blandings a 2,False
book,rate this album a 4,False
book,i give this current textbook a rating value of 1 and a best rating of 6,False
book,one stars out of 6 is my rating for the giaour,False
book,this is a 6 rating for the album down to one,False
book,rate this album a 3,False
book,rate this novel 5 of 6,False
book,the chronicle of the emperor wears no clothes was too naive and simple i d give it 1 out of 6 stars,False
book,i want to give this novel zero,False
book,i give the next textbook a 2,False
book,rate the current book series 4 out of 6,False
book,i would rate this album a zero and give it a best rating of 6,False
book,give 1 out of 6 to west of january,False
book,assign 5 stars to lincoln at gettysburg,False
book,this novel gets 0 out of 6 points,False
book,out of 6 the black unicorn rates points of 2,False
